name,image,hangul,romanization,katakana,origin,genres,debut,disbanded,years_active,label,associated,members_current,members_former,website,sns,fandom,colors,related,other_names,group_name,link,type,gender,youtube_data,youtube_subscribers,youtube_videos,sns_parsed,youtube_link
I.MET.U,https://static.wikia.nocookie.net/kpop/images/7/71/I.MET.U_group_logo.png/revision/latest/scale-to-width-down/350?cb=20250117042054,아이멧유,,アイメットユー,South Korea,,,,2024-present,PI Corporation,Time Turner,"['Kelly Kim', 'Lea Navvab', 'Sim Yerin', 'Cleo']",[],[],"['https://www.instagram.com/official_i.met.u/', 'https://www.tiktok.com/@official_i.met.u']",,,I.MET.U Wiki,,I.MET.U,https://kpop.fandom.com/wiki/I.MET.U,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/official_i.met.u/', 'https://www.tiktok.com/@official_i.met.u']",
I.O.I,https://static.wikia.nocookie.net/kpop/images/6/67/I.O.I_Miss_Me_group_photo.png/revision/latest/scale-to-width-down/350?cb=20161022184057,아이오아이,,アイオーアイ,"Seoul, South Korea",Pop,"May 4, 2016","January 29, 2017",2016–2017,Studio Blu (2019; planned) YMC Entertainment (2016–2017),Produce 101,[],"['Nayoung', 'Chungha', 'Sejeong', 'Chaeyeon', 'Jieqiong', 'Sohye', 'Yeonjung', 'Yoojung', 'Mina', 'Doyeon', 'Somi']",['http://web.archive.org/web/20190804191739/http://www.ymcent.com/YMC/artist_ioi.php'],"['http://cafe.daum.net/http://cafe.daum.net/IOIofficial', 'https://www.facebook.com/ioi.official.page', 'https://www.instagram.com/ioi_official_ig/', 'https://twitter.com/ioi_official_']",,,Produce 101 Wiki • I.O.I Wiki,"Ideal of Idol, IOI",I.O.I,https://kpop.fandom.com/wiki/I.O.I,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['http://cafe.daum.net/http://cafe.daum.net/IOIofficial', 'https://www.facebook.com/ioi.official.page', 'https://www.instagram.com/ioi_official_ig/', 'https://twitter.com/ioi_official_']",
I.ONE,https://static.wikia.nocookie.net/kpop/images/9/9e/I.ONE_group_logo.png/revision/latest/scale-to-width-down/350?cb=20190825145416,아이원,,,"Incheon, South Korea",,,2019,2017–2019,LPA Entertainment,,[],"['A-Young', 'Eunsol', 'Z.Na', 'Kiel', 'Ria', 'Hayan', 'Narin', 'Joha']",['http://www.lpaent.com/bbs/board.php?bo_table=bbs02_04&wr_id=12'],[],,,,I.one,I.ONE,https://kpop.fandom.com/wiki/I.ONE,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
I:MOND,https://static.wikia.nocookie.net/kpop/images/0/0f/IMOND_Under_My_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20250126185637,아이몬드,,,"Seoul, South Korea",,"June 4, 2024",,2023–present,EMMP Company (2024–present) Be the max Entertainment (2023–2024),,"['E-seol', 'Miku', 'A-hyeon', 'Youngwon']",[],[],"['https://www.instagram.com/i.mond_official/', 'https://twitter.com/Imond_Official', 'https://www.tiktok.com/@i.mond_official', 'https://www.youtube.com/@i.mond_official']",ME:ning (미닝),,,I:mond Partyence (파티엔스) (pre-debut),I:MOND,https://kpop.fandom.com/wiki/I:MOND,group,female,"{'subscribers': 13000, 'top_videos': []}",13000.0,[],"['https://www.instagram.com/i.mond_official/', 'https://twitter.com/Imond_Official', 'https://www.tiktok.com/@i.mond_official', 'https://www.youtube.com/@i.mond_official']",https://www.youtube.com/@i.mond_official
I:Z,https://static.wikia.nocookie.net/kpop/images/4/47/IZ_profile_photo.png/revision/latest/scale-to-width-down/350?cb=20240809163411,아이즈,,,"Seoul, South Korea",,,,2024–present,Play Maker E&M,PinkFantasy,"['Arang', 'Heesun']",[],[],['https://twitter.com/IZ_official_IZ'],,,,,I:Z,https://kpop.fandom.com/wiki/I:Z,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['https://twitter.com/IZ_official_IZ'],
ICECREAM,https://static.wikia.nocookie.net/kpop/images/e/ed/ICECREAM_Feel_Me_Up_promo_photo.png/revision/latest/scale-to-width-down/350?cb=20210617204722,아이스크림,,,South Korea,"Dance, pop","May 14, 2021",,2020–present,Rainbow E&M ( Future Idol ),,"['Woomi', 'Juwon', 'Gyurin', 'Sia', 'Yugyeong', 'Ayeong', 'Yeonghwa', 'Minyeong', 'Seogyeong', 'Yeeun', 'Chaewon']",[],[],[],,,,,ICECREAM (group),https://kpop.fandom.com/wiki/ICECREAM_(group),group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
ICHILLIN',https://static.wikia.nocookie.net/kpop/images/3/31/ICHILLIN%27_Prequel_group_concept_photo_1.webp/revision/latest/scale-to-width-down/350?cb=20241114144602,아이칠린,,,South Korea,,"September 8, 2021",,2021–present,KM Entertainment,,"['Jiyoon', 'E.Ji', 'Jackie', 'Joonie', 'Chaerin', 'Yeju', 'Chowon']",['Sohee'],[],"['http://cafe.daum.net/ICHILLIN', 'https://www.facebook.com/ichillin.km', 'https://www.instagram.com/ichillin_km/', 'https://www.tiktok.com/@ichillin_km', 'https://twitter.com/ichillin_km', 'https://twitter.com/I_m_chillin', 'https://www.youtube.com/channel/UC7IR4SfiQGtmLKzSnC7CYww']",Willing (윌링),,ICHILLIN' Wiki,,ICHILLIN',https://kpop.fandom.com/wiki/ICHILLIN%27,group,female,"{'subscribers': 99100, 'top_videos': []}",99100.0,[],"['http://cafe.daum.net/ICHILLIN', 'https://www.facebook.com/ichillin.km', 'https://www.instagram.com/ichillin_km/', 'https://www.tiktok.com/@ichillin_km', 'https://twitter.com/ichillin_km', 'https://twitter.com/I_m_chillin', 'https://www.youtube.com/channel/UC7IR4SfiQGtmLKzSnC7CYww']",https://www.youtube.com/channel/UC7IR4SfiQGtmLKzSnC7CYww
ICU,https://static.wikia.nocookie.net/kpop/images/b/b0/ICU_Anti_Hero_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20231111053844,,,,"Seoul, South Korea",Pop,"October 22, 2019",,2019–present,Liz Entertainment,,"['Abin', 'Naye', 'Chae i', 'Miku']","['Hayu', 'Ella', 'Loa']",['http://www.lizent.co.kr/34'],"['https://www.instagram.com/icu_lizent/', 'https://twitter.com/icu_lizent', 'https://www.youtube.com/channel/UCMyAa2aVmJ1ScnfJxL2h1zQ', 'https://www.instagram.com/icu_japan_official/', 'https://twitter.com/icu_japan']",ISU CREAM (아이슈크림),,,I See You,ICU,https://kpop.fandom.com/wiki/ICU,group,female,"{'subscribers': 10200, 'top_videos': []}",10200.0,[],"['https://www.instagram.com/icu_lizent/', 'https://twitter.com/icu_lizent', 'https://www.youtube.com/channel/UCMyAa2aVmJ1ScnfJxL2h1zQ', 'https://www.instagram.com/icu_japan_official/', 'https://twitter.com/icu_japan']",https://www.youtube.com/channel/UCMyAa2aVmJ1ScnfJxL2h1zQ
iii,https://static.wikia.nocookie.net/kpop/images/1/1f/Iii_Forbidden_Midnight_group_concept_photo.png/revision/latest/scale-to-width-down/350?cb=20231119150334,아이아이아이,,,"Seoul, South Korea",,,,2023–present,Big Ocean ENM,,"['Ahra', 'Nicole', 'Yan']",[],[],"['http://cafe.daum.net/iiiofficial', 'https://www.instagram.com/i_i_i.official/', 'https://twitter.com/I_I_I_official', 'https://www.youtube.com/@III_Official']",,,,,Iii,https://kpop.fandom.com/wiki/Iii,group,female,"{'subscribers': 16700, 'top_videos': []}",16700.0,[],"['http://cafe.daum.net/iiiofficial', 'https://www.instagram.com/i_i_i.official/', 'https://twitter.com/I_I_I_official', 'https://www.youtube.com/@III_Official']",https://www.youtube.com/@III_Official
IITERNITI,https://static.wikia.nocookie.net/kpop/images/6/6b/Eternity_1st_anniversary_group_poster.png/revision/latest/scale-to-width-down/350?cb=20220414060440,이터니티,,,South Korea,,"March 22, 2021",,2021–present,Pulse9,,"['Hyejin', 'Minzee', 'Yeoreum', 'SeoA', 'Sujin', 'Zae-In', 'Dain', 'Jiwoo', 'Sarang', 'Yejin', 'Chorong']",[],[],"['http://cafe.daum.net/https://cafe.daum.net/eternity.aia', 'https://discord.com/invite/YKPUerts2z/', 'https://www.instagram.com/iiterniti/', 'https://www.youtube.com/channel/UCSnQSjVVHs5bHKIpTJ7vqoA']",ETERNAL (이터널) [1],,,ETERNITY,IITERNITI,https://kpop.fandom.com/wiki/IITERNITI,group,female,"{'subscribers': 107000, 'top_videos': []}",107000.0,[],"['http://cafe.daum.net/https://cafe.daum.net/eternity.aia', 'https://discord.com/invite/YKPUerts2z/', 'https://www.instagram.com/iiterniti/', 'https://www.youtube.com/channel/UCSnQSjVVHs5bHKIpTJ7vqoA']",https://www.youtube.com/channel/UCSnQSjVVHs5bHKIpTJ7vqoA
Ikling,https://static.wikia.nocookie.net/kpop/images/2/2b/Ikling_Trip_Go_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20240802042351,아이클링,,,South Korea,"Pop, dance","April 28, 2023",,2023–present,Dahaum Entertainment (2023) CodeM Entertainment (2024-present),,"['Haeon', 'Yerin', 'Cindy', 'Seolhee']","['5joo', 'Da.U', 'Ever', 'Sirin']",[],"['https://www.instagram.com/official.ikling/', 'https://www.youtube.com/channel/IKLINGcodeM']",,,,,Ikling,https://kpop.fandom.com/wiki/Ikling,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/official.ikling/', 'https://www.youtube.com/channel/IKLINGcodeM']",https://www.youtube.com/channel/IKLINGcodeM
Ilips,https://static.wikia.nocookie.net/kpop/images/5/55/Ilips_Take_On_Me_promotional_photo.png/revision/latest/scale-to-width-down/350?cb=20220119113625,아이립스,Ailipseu ( RR ) Airipsŭ ( M-R ),,"Seoul, South Korea","Dance, pop",,c. 2012,2012,GBK Entertainment,,[],"['Mina', 'Sherry', 'Mia', 'Sora', 'Suyeon']",[],"['https://www.facebook.com/ilips%EC%95%84%EC%9D%B4%EB%A6%BD%EC%8A%A4-338395386237354/', 'https://twitter.com/ilipsohtok']",,,,,Ilips,https://kpop.fandom.com/wiki/Ilips,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.facebook.com/ilips%EC%95%84%EC%9D%B4%EB%A6%BD%EC%8A%A4-338395386237354/', 'https://twitter.com/ilipsohtok']",
ILLIT,https://static.wikia.nocookie.net/kpop/images/d/d0/ILLIT_Almond_Chocolate_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20250208173600,아일릿,,アイリット,"Seoul, South Korea",,"March 25, 2024",,2023–present,Belift Lab Polydor Records (Japan) Geffen Records (US),R U Next?,"['Yunah', 'Minju', 'Moka', 'Wonhee', 'Iroha']",[],"['https://beliftlab.com/artist/profile/ILLIT', 'https://illit-official.jp/']","['http://cafe.daum.net/ILLIT', 'https://www.facebook.com/ILLIT.beliftlab', 'https://www.instagram.com/ILLIT_official/', 'https://soundcloud.com/illit-music', 'https://www.tiktok.com/@illit_official', 'https://twitter.com/ILLIT_official', 'https://twitter.com/ILLIT_twt', 'https://www.weverse.io/illit/artistpedia', 'https://www.youtube.com/@ILLIT_official', 'https://twitter.com/ILLITjpofficial', 'https://space.bilibili.com/3546608109095338', 'https://www.weibo.com/7897676890']",GLLIT (글릿) (current) [1] LILLY (릴리즈) (former) [2],,,I'LL-IT (pre-debut),ILLIT,https://kpop.fandom.com/wiki/ILLIT,group,female,"{'subscribers': 2130000, 'top_videos': []}",2130000.0,[],"['http://cafe.daum.net/ILLIT', 'https://www.facebook.com/ILLIT.beliftlab', 'https://www.instagram.com/ILLIT_official/', 'https://soundcloud.com/illit-music', 'https://www.tiktok.com/@illit_official', 'https://twitter.com/ILLIT_official', 'https://twitter.com/ILLIT_twt', 'https://www.weverse.io/illit/artistpedia', 'https://www.youtube.com/@ILLIT_official', 'https://twitter.com/ILLITjpofficial', 'https://space.bilibili.com/3546608109095338', 'https://www.weibo.com/7897676890']",https://www.youtube.com/@ILLIT_official
ILUV,https://static.wikia.nocookie.net/kpop/images/a/a0/I_LUV_Open_The_Door_promotional_photo.png/revision/latest/scale-to-width-down/350?cb=20191111183629,아이러브,,,South Korea,Pop,"April 30, 2019",c. 2020,2018–2020,WKS ENE,,[],"['Seo Yoon', 'Cui Xiang', 'Soo Yeon', 'Ji Won', 'Ji Ho', 'Ga Hyun', 'Min Ah', 'Da Hyun', 'Ma Ri']",['https://iluv.kr/'],"['http://cafe.daum.net/iluvofficial', 'https://www.facebook.com/GIRLGROUPILUV', 'https://www.instagram.com/iluv__official/', 'https://twitter.com/ILUVOFFICIAL', 'https://www.youtube.com/channel/UCCIH-c7wrzlM2mpbKOfDYJQ']",,,,I LUV,ILUV,https://kpop.fandom.com/wiki/ILUV,group,female,"{'subscribers': 4750, 'top_videos': []}",4750.0,[],"['http://cafe.daum.net/iluvofficial', 'https://www.facebook.com/GIRLGROUPILUV', 'https://www.instagram.com/iluv__official/', 'https://twitter.com/ILUVOFFICIAL', 'https://www.youtube.com/channel/UCCIH-c7wrzlM2mpbKOfDYJQ']",https://www.youtube.com/channel/UCCIH-c7wrzlM2mpbKOfDYJQ
ILY:1,https://static.wikia.nocookie.net/kpop/images/f/f8/ILY1_Illang_Firework_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20240813165002,아일리원,Ailliwon ( RR ),アイリーワン,"Seoul, South Korea",,"April 4, 2022",,2022–present,South Korea: FC ENM (2022–present) NEWWAYS COMPANY (2024–present) Japan: JSL Japan (2023–present) [1],Girls Planet 999,"['Hana', 'Rona', 'Ririka', 'Nayu', 'Elva']",[],['https://ily1.bstage.in/'],"['http://cafe.daum.net/FCENM-ILY1', 'https://www.facebook.com/ILY1-100115829233114', 'https://www.instagram.com/fcenm_ily1/', 'https://twitter.com/FCENM_ILY1', 'https://twitter.com/ILY1_MEMBERS', 'https://www.youtube.com/channel/UCpmWSme0G0rE3-H-SFL34iw', 'https://www.instagram.com/FCENM_ILY1_JP/', 'https://twitter.com/FCENM_ILY1_JP']",Only:1 [2],Pantone 13-4908 TCX,,,ILY:1,https://kpop.fandom.com/wiki/ILY:1,group,female,"{'subscribers': 170000, 'top_videos': []}",170000.0,[],"['http://cafe.daum.net/FCENM-ILY1', 'https://www.facebook.com/ILY1-100115829233114', 'https://www.instagram.com/fcenm_ily1/', 'https://twitter.com/FCENM_ILY1', 'https://twitter.com/ILY1_MEMBERS', 'https://www.youtube.com/channel/UCpmWSme0G0rE3-H-SFL34iw', 'https://www.instagram.com/FCENM_ILY1_JP/', 'https://twitter.com/FCENM_ILY1_JP']",https://www.youtube.com/channel/UCpmWSme0G0rE3-H-SFL34iw
Instar,https://static.wikia.nocookie.net/kpop/images/e/ec/Instar_2016_profile_photo_%282%29.webp/revision/latest/scale-to-width-down/350?cb=20240323050555,인스타,,,South Korea,,,c. 2018,2016–2018,Inter B.D Entertainment,,[],"['Heera', 'Eunsol', 'Hana', 'Seojung', 'Yeonju', 'Myunghee', 'Seoyeon', 'Yunseong', 'Minjae', 'Yesong', 'Jungyoon', 'Hari', 'Gowoon']",[],['https://www.youtube.com/channel/instarofficial4509'],,,,,Instar,https://kpop.fandom.com/wiki/Instar,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['https://www.youtube.com/channel/instarofficial4509'],https://www.youtube.com/channel/instarofficial4509
INTER GIRLS,https://static.wikia.nocookie.net/kpop/images/e/e7/Inter_Girls_pre-debut_group_photo_November_2022.png/revision/latest/scale-to-width-down/272?cb=20221121191006,인터걸스,Inteogeolseu ( RR ) Intŏgŏlsŭ ( M-R ),,South Korea,,,c. 2023,2021–2023,Inter B.D Entertainment,,[],"['Lua', 'Aire', 'Leena', 'Soul', 'Rika', 'Gaeun', 'Seolhwa', 'Whynn', 'Model']",['https://www.interbdent7.com/inter-girls'],"['https://www.instagram.com/intergirls_official/', 'https://blog.naver.com/intoyou0409', 'https://www.youtube.com/@DIPlomat_class']",,,,INTER GiRLS Intergirls Inter Girls,INTER GIRLS,https://kpop.fandom.com/wiki/INTER_GIRLS,group,female,"{'subscribers': 9130, 'top_videos': []}",9130.0,[],"['https://www.instagram.com/intergirls_official/', 'https://blog.naver.com/intoyou0409', 'https://www.youtube.com/@DIPlomat_class']",https://www.youtube.com/@DIPlomat_class
INY,https://static.wikia.nocookie.net/kpop/images/0/09/INY_2012_profile_photo.webp/revision/latest/scale-to-width-down/350?cb=20240223033038,,,,South Korea,Dance pop,"March 18, 2011",c. 2013,2010-2013,Show Works Entertainment,Smile.G,[],"['Woorin', 'Ella', 'Miu', 'Mika', 'Maxy', 'Len', 'Seryon', 'Jieun']",[],"['https://www.facebook.com/inyluv', 'https://twitter.com/iny_luv']",,,Produce 101 Wiki,,INY,https://kpop.fandom.com/wiki/INY,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.facebook.com/inyluv', 'https://twitter.com/iny_luv']",
IOLITE,https://static.wikia.nocookie.net/kpop/images/b/b9/IOLITE_group_profile_photo_2022.png/revision/latest/scale-to-width-down/350?cb=20221221220017,아이올라이트,,,South Korea,,,,2022–2023,Unrevealed,,[],[],[],"['https://www.instagram.com/iolite2022_official/', 'https://www.tiktok.com/@official_iolite', 'https://twitter.com/Official_IOLITE', 'https://www.youtube.com/channel/UCdd8kuC_idR1Vk0SatH6oIg']",,,IOLITE Wiki,,IOLITE,https://kpop.fandom.com/wiki/IOLITE,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/iolite2022_official/', 'https://www.tiktok.com/@official_iolite', 'https://twitter.com/Official_IOLITE', 'https://www.youtube.com/channel/UCdd8kuC_idR1Vk0SatH6oIg']",https://www.youtube.com/channel/UCdd8kuC_idR1Vk0SatH6oIg
IRION Girls,,아이리온 걸스,,,"Seoul, South Korea",,,"July 27, 2023",2023,IRION Entertainment,,[],"['Eunji', 'Sooyoun', 'Yeseo', 'Jimin', 'Subin', 'Solmi', 'Gaeun', 'Haein', 'Seoyoung']",[],"['https://www.instagram.com/irion_girls/', 'https://www.tiktok.com/@@irion_girls', 'https://twitter.com/irion_girls']",,,,,IRION Girls,https://kpop.fandom.com/wiki/IRION_Girls,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],"['https://www.instagram.com/irion_girls/', 'https://www.tiktok.com/@@irion_girls', 'https://twitter.com/irion_girls']",
IROPIRO,https://static.wikia.nocookie.net/kpop/images/9/93/IROPIRO_2023_profile_photo_2.png/revision/latest/scale-to-width-down/350?cb=20231031162730,이로피로,Iropiro ( RR ) Iroiro firosofī ( Rōmaji ),,South Korea,J-pop,"May 15, 2022 (Live) June 2, 2022 (Music)","April 16, 2023",2022–2023,To Hermitage,,[],"['Cheery', 'Haru', 'Mari']",[],['https://twitter.com/IRPR_Official'],,,,IROIRO Philosophy,IROPIRO,https://kpop.fandom.com/wiki/IROPIRO,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],['https://twitter.com/IRPR_Official'],
IRRIS,https://static.wikia.nocookie.net/kpop/images/1/12/IRRIS_Stay_W%21th_Me_group_concept_photo_%283%29.png/revision/latest/scale-to-width-down/350?cb=20230422103023,아이리스,,,"Seoul, South Korea",,"July 6, 2022",,2022–present,Justice Records Mellow Entertainment,REDSQUARE,[],[],['http://www.irris.world/'],"['https://www.facebook.com/IRRISOFFICIAL', 'https://www.instagram.com/irris_official/', 'https://www.tiktok.com/@irris_offcl', 'https://twitter.com/irris_official', 'https://www.youtube.com/@IRRIS']",,,,,IRRIS,https://kpop.fandom.com/wiki/IRRIS,group,female,"{'subscribers': 50400, 'top_videos': []}",50400.0,[],"['https://www.facebook.com/IRRISOFFICIAL', 'https://www.instagram.com/irris_official/', 'https://www.tiktok.com/@irris_offcl', 'https://twitter.com/irris_official', 'https://www.youtube.com/@IRRIS']",https://www.youtube.com/@IRRIS
Isegye Idol,https://static.wikia.nocookie.net/kpop/images/e/e7/Isegye_Idol_profile_photo.png/revision/latest/scale-to-width-down/350?cb=20230622125156,이세계아이돌 이세돌,,,South Korea,"Dance, ballad, Pop","December 17, 2021 (music)",,2021–present,WAK Entertainment,,"['Ine', 'Jingburger', 'Lilpa', 'Jururu', 'Gosegu', 'Viichan']",[],[],"['https://cafe.naver.com/steamindiegame.cafe', 'https://www.youtube.com/@waktaverse']",Ifari (이파리),,,Another World Idol,Isegye Idol,https://kpop.fandom.com/wiki/Isegye_Idol,group,female,"{'subscribers': 729000, 'top_videos': []}",729000.0,[],"['https://cafe.naver.com/steamindiegame.cafe', 'https://www.youtube.com/@waktaverse']",https://www.youtube.com/@waktaverse
ITZY,https://static.wikia.nocookie.net/kpop/images/b/bf/ITZY_Imaginary_Friend_group_concept_photo_1.png/revision/latest/scale-to-width-down/350?cb=20241026152928,있지,,イッチ,"Seoul, South Korea","Pop, hip-hop","February 12, 2019 (South Korea) December 22, 2021 (Japan)",,2019–present,JYP Entertainment Warner Music (Japan) Republic Records (US) [1],,"['Yeji', 'Lia', 'Ryujin', 'Chaeryeong', 'Yuna']",[],"['http://itzy.jype.com/', 'https://www.itzyjapan.com/']","['https://www.facebook.com/OfficialItzy', 'https://www.instagram.com/itzy.all.in.us/', 'https://fans.jype.com/ITZY', 'https://www.tiktok.com/@itzyofficial', 'https://twitter.com/itzyofficial', 'https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg', 'https://midzyjapatn.com/', 'https://www.instagram.com/itzyofficial_jp/', 'https://www.tiktok.com/@itzyofficial_jp', 'https://twitter.com/JYPEITZY_JP', 'https://www.youtube.com/c/itzyjapan_official', 'https://space.bilibili.com/1185017133', 'https://www.weibo.com/7462077750']",MIDZY (믿지) [2],Magenta,ITZY Wiki • JYP Nation Wiki,,ITZY,https://kpop.fandom.com/wiki/ITZY,group,female,"{'subscribers': 9450000, 'top_videos': []}",9450000.0,[],"['https://www.facebook.com/OfficialItzy', 'https://www.instagram.com/itzy.all.in.us/', 'https://fans.jype.com/ITZY', 'https://www.tiktok.com/@itzyofficial', 'https://twitter.com/itzyofficial', 'https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg', 'https://midzyjapatn.com/', 'https://www.instagram.com/itzyofficial_jp/', 'https://www.tiktok.com/@itzyofficial_jp', 'https://twitter.com/JYPEITZY_JP', 'https://www.youtube.com/c/itzyjapan_official', 'https://space.bilibili.com/1185017133', 'https://www.weibo.com/7462077750']",https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg
IVE,https://static.wikia.nocookie.net/kpop/images/9/99/IVE_IVE_Empathy_group_concept_photo_20.webp/revision/latest/scale-to-width-down/333?cb=20250131142055,아이브,,アイヴ,"Seoul, South Korea","Pop, dance, R&B","December 1, 2021 (South Korea) October 19, 2022 (Japan)",,2021–present,KR: Starship Entertainment International: Columbia Records JP: Amuse Ariola Japan (2023–present) Kioon Music (2022–2023),STARSHIPZ,"['Gaeul', 'An Yujin', 'Rei', 'Jang Wonyoung', 'Liz', 'Leeseo']",[],"['http://ive-official.com/', 'https://ive-official.jp/']","['http://cafe.daum.net/IVEstarship', 'https://www.facebook.com/IVEstarship', 'https://www.instagram.com/IVEstarship/', 'https://www.tiktok.com/@IVE.official', 'https://twitter.com/IVEstarship', 'https://twitter.com/IVE_twt', 'https://www.youtube.com/channel/UC-Fnix71vRP64WXeo0ikd0Q', 'https://twitter.com/IVEstarship_JP', 'https://www.weibo.com/ivestarship']",DIVE (다이브) [1],,IVE Wiki,,IVE,https://kpop.fandom.com/wiki/IVE,group,female,"{'subscribers': 4130000, 'top_videos': []}",4130000.0,[],"['http://cafe.daum.net/IVEstarship', 'https://www.facebook.com/IVEstarship', 'https://www.instagram.com/IVEstarship/', 'https://www.tiktok.com/@IVE.official', 'https://twitter.com/IVEstarship', 'https://twitter.com/IVE_twt', 'https://www.youtube.com/channel/UC-Fnix71vRP64WXeo0ikd0Q', 'https://twitter.com/IVEstarship_JP', 'https://www.weibo.com/ivestarship']",https://www.youtube.com/channel/UC-Fnix71vRP64WXeo0ikd0Q
Ivory,,아이보리,aibori,,South Korea,,"June 14, 2024",,2024-present,Rainbow E&M ( Future Idol ),,"['Yewon', 'Minsong', 'Nahyeon', 'Sumin', '[Kim] Haeun', '[No] Haeun', 'Jei', 'Seohyeon']",[],[],[],,,,,Ivory,https://kpop.fandom.com/wiki/Ivory,group,female,"{'subscribers': 0, 'top_videos': []}",0.0,[],[],
